Distance (km),Fuel Type,Duration (min),Base Fare (₹),Traffic Conditions,Weather,Time of Day,Day,Demand/Supply Ratio,Surge Multiplier,Traffic/Delay (min),Driver Availability,Fuel Price (₹/km),Final Price (₹)
23,Diesel,40,50,Moderate,Clear,Peak,Thu,2.159948636592179,1.1083724601249803,6,Medium,3.2,487.42401611935395
37,Petrol,60,50,Light,Clear,Peak,Sun,2.946639165061277,1.5540573225201522,10,Low,4.5,1540.9163366384607
32,Petrol,5,50,Moderate,Rainy,Peak,Fri,2.0252064357822137,1.4013827616297996,7,Medium,4.5,578.9702351207721
33,Diesel,51,50,Light,Rainy,Off-peak,Sun,2.894319321432282,1.6473770056752999,7,High,3.2,1228.2458410411102
1,Diesel,16,50,Moderate,Snowy,Off-peak,Wed,2.5035146251602693,1.8319031362930227,1,Low,3.2,390.7439242135739
19,CNG,25,50,Moderate,Stormy,Off-peak,Fri,1.4346929251381493,1.599496326734253,11,High,2.8,351.5612249665138
2,Diesel,13,50,Heavy,Stormy,Off-peak,Fri,1.8110548485183937,1.2290185750505997,7,Low,3.2,183.40757205939943
44,CNG,43,50,Heavy,Snowy,Off-peak,Fri,1.525639672655494,1.3213004631636969,10,High,2.8,522.5027228612794
26,CNG,7,50,Heavy,Clear,Off-peak,Mon,2.443543053591939,1.8925640245654543,8,Low,2.8,632.640037236433
32,Petrol,20,50,Heavy,Clear,Peak,Fri,2.533257266508328,1.6715287077060785,6,Low,4.5,990.8524653238455
6,EV,8,50,Moderate,Snowy,Off-peak,Sun,2.368385503398486,1.596035812050391,9,High,1.0,272.1620217718783
32,Petrol,30,50,Moderate,Snowy,Off-peak,Sun,2.09117385330958,1.139169593080231,15,Low,4.5,605.079223553812
4,Petrol,59,50,Heavy,Clear,Peak,Tue,1.804142993220708,1.34133836160642,7,Medium,4.5,450.1137144332483
11,Diesel,50,50,Heavy,Clear,Off-peak,Wed,2.968545016440115,1.3230632221732481,14,High,3.2,727.3864704511788
17,Diesel,58,50,Moderate,Clear,Peak,Mon,1.0560276561017006,1.0258966388731154,11,Medium,3.2,238.77589913857426
38,CNG,17,50,Light,Snowy,Off-peak,Sun,1.247715884676366,1.929397133935986,10,Medium,2.8,458.3574316343313
24,CNG,24,50,Heavy,Clear,Off-peak,Wed,2.1974783019168784,1.331628952425551,0,Low,2.8,483.4124904571413
5,CNG,23,50,Light,Stormy,Peak,Tue,2.511645117999234,1.1026829269150242,2,High,2.8,304.65030090959493
34,Diesel,31,50,Moderate,Clear,Peak,Mon,2.9152064674193676,1.4939695491336737,1,High,3.2,961.634715941068
6,CNG,6,50,Light,Rainy,Peak,Thu,1.9809382288359962,1.448700167717179,6,High,2.8,226.13910089494382
22,CNG,14,50,Heavy,Clear,Off-peak,Sun,1.5317636985475762,1.8500476081108528,13,Low,2.8,395.6034730297811
11,Diesel,29,50,Heavy,Rainy,Off-peak,Tue,2.7266513910618997,1.7998193767910862,7,Low,3.2,702.7511370579009
48,EV,23,50,Heavy,Stormy,Peak,Sun,1.881164308366513,1.7816331907199225,14,Low,1.0,482.6224467336192
16,Petrol,19,50,Heavy,Rainy,Peak,Sun,1.258132855704893,1.9322820690528713,1,Low,4.5,388.9708092103757
33,Diesel,43,50,Heavy,Snowy,Off-peak,Thu,2.0441578327605816,1.3745486206722823,15,Medium,3.2,678.846309996932
9,CNG,51,50,Moderate,Snowy,Peak,Wed,2.051041876757419,1.589480880101813,1,Medium,2.8,577.6882753582267
6,Petrol,53,50,Light,Snowy,Peak,Tue,1.4584423554367045,1.6695478119287053,5,Low,4.5,445.59388153186
16,Diesel,28,50,Moderate,Stormy,Peak,Thu,1.2839637651025886,1.4721772727863254,5,High,3.2,297.142941483048
29,Petrol,20,50,Moderate,Snowy,Peak,Thu,1.284989654102837,1.2438621444735154,12,Medium,4.5,352.43617208468913
3,Petrol,21,50,Moderate,Clear,Peak,Sun,2.6466926559634834,1.8990157453430427,5,High,4.5,530.2547133230166
20,EV,20,50,Light,Stormy,Off-peak,Sun,2.0020767698411395,1.900725712093572,5,Medium,1.0,418.5938673424528
36,CNG,22,50,Light,Stormy,Off-peak,Sat,2.4727067314793576,1.767722666862656,14,Low,2.8,851.4824369117387
19,Diesel,53,50,Moderate,Clear,Peak,Mon,2.9249522833442985,1.3461165086720364,14,Medium,3.2,853.6123972730994
26,CNG,8,50,Light,Clear,Peak,Mon,2.583993277834787,1.0028467927920126,7,Low,2.8,359.6792927326558
3,EV,6,50,Moderate,Rainy,Peak,Wed,1.313946578749832,1.491198825624175,1,Low,1.0,127.35811368570238
19,EV,53,50,Moderate,Snowy,Off-peak,Tue,1.839787253819112,1.524593304936191,3,Low,1.0,490.8622826939228
20,Diesel,53,50,Heavy,Clear,Off-peak,Sun,1.9921282445497044,1.487953504073731,2,Medium,3.2,652.1227244492363
32,Diesel,35,50,Light,Stormy,Off-peak,Thu,2.402529598744409,1.096491175028232,14,Medium,3.2,585.8799966154618
7,EV,6,50,Heavy,Stormy,Off-peak,Sun,2.929802007172533,1.7878889733814052,1,Medium,1.0,361.4330884941991
41,Diesel,58,50,Moderate,Clear,Off-peak,Tue,1.5701065464983184,1.5321384705480114,14,High,3.2,714.950455025108
33,Petrol,6,50,Moderate,Snowy,Peak,Fri,2.722424618290242,1.2217956369253173,10,Medium,4.5,700.1748925621114
40,Petrol,19,50,Moderate,Rainy,Off-peak,Sat,1.1443158026260218,1.9565002703835228,4,Medium,4.5,600.0129195008425
39,EV,52,50,Heavy,Rainy,Peak,Sat,2.7439434783116043,1.30207802068819,6,Low,1.0,689.5558991722065
18,CNG,47,50,Heavy,Snowy,Peak,Wed,2.389217905816599,1.3819218006976555,4,Low,2.8,641.8528731933063
40,Diesel,33,50,Moderate,Snowy,Peak,Sat,1.0570774688824456,1.4014060492387312,3,Low,3.2,361.4603212950215
1,Diesel,38,50,Heavy,Stormy,Off-peak,Sat,2.221515352907074,1.4014242431842616,9,High,3.2,402.23648300436577
11,Petrol,44,50,Moderate,Clear,Peak,Wed,2.862694236549464,1.6427227364098376,5,Medium,4.5,881.7399205817261
28,Diesel,36,50,Moderate,Rainy,Peak,Sat,1.865120987831501,1.2838835328869878,11,Medium,3.2,506.69696285193305
25,CNG,25,50,Heavy,Snowy,Off-peak,Sat,1.234552820128118,1.903390903182511,5,High,2.8,399.47222324612966
50,Diesel,34,50,Light,Stormy,Peak,Sat,2.9772313764229357,1.5728061682160646,10,Low,3.2,1301.7649887063426
23,Diesel,28,50,Moderate,Rainy,Off-peak,Mon,1.8334250012692521,1.8799036868291743,2,Low,3.2,619.0205705261889
31,Petrol,48,50,Moderate,Stormy,Off-peak,Sat,2.055666704265569,1.9173832222920626,14,Low,4.5,1125.2984924989096
30,Diesel,18,50,Heavy,Stormy,Peak,Sat,2.93461255616957,1.7687065052655067,5,Medium,3.2,944.6652339726339
42,EV,32,50,Heavy,Rainy,Peak,Thu,2.1696026999513855,1.2436574164723626,14,Low,1.0,420.9258282205084
35,EV,18,50,Heavy,Stormy,Peak,Tue,2.3523479984361955,1.329743118421528,13,High,1.0,378.49024612943555
7,CNG,60,50,Moderate,Clear,Peak,Thu,2.419898926315021,1.2292045085604149,12,Medium,2.8,563.9748071243221
16,CNG,48,50,Light,Stormy,Peak,Wed,2.5069727491884404,1.4568699922824397,7,Low,2.8,696.8652069506755
26,CNG,38,50,Light,Clear,Off-peak,Sun,2.6003264174747485,1.51099864987971,13,Low,2.8,781.1030335629166
48,CNG,18,50,Light,Snowy,Off-peak,Thu,1.1495512076844092,1.3385815798379104,4,Low,2.8,339.144482999765
49,Petrol,59,50,Moderate,Rainy,Peak,Sun,2.868676640750925,1.8724191949920064,4,High,4.5,2086.775382673665
2,Diesel,29,50,Heavy,Stormy,Off-peak,Wed,2.0907079637831743,1.3955512562995511,10,High,3.2,333.78375034725696
1,Petrol,16,50,Light,Clear,Peak,Fri,2.06771730262403,1.7042609549929297,13,Low,4.5,304.81993330740005
48,CNG,60,50,Light,Stormy,Peak,Thu,2.671045607316573,1.8338693670843929,5,High,2.8,1491.0573495592673
12,Diesel,45,50,Light,Stormy,Peak,Wed,1.613524342383968,1.160977800806553,3,Low,3.2,334.19064415427016
5,EV,44,50,Moderate,Clear,Off-peak,Thu,2.3118414783914405,1.7149142149994154,11,Low,1.0,566.9392034189806
37,Petrol,24,50,Heavy,Stormy,Peak,Sun,1.6340224348374812,1.1596534796241638,2,Low,4.5,501.2009977197853
32,Diesel,52,50,Heavy,Rainy,Peak,Thu,2.5217156491307895,1.763833320773768,1,Low,3.2,1140.4379928230871
9,EV,46,50,Heavy,Rainy,Off-peak,Tue,1.8658983416151513,1.5673593564656936,7,Medium,1.0,441.6045168155936
41,EV,11,50,Heavy,Rainy,Peak,Thu,1.373258093176166,1.5142241204669584,11,High,1.0,234.9745196994608
35,CNG,19,50,Light,Rainy,Off-peak,Thu,2.817765284963378,1.5301455477432593,3,Medium,2.8,801.9559269992345
19,EV,13,50,Heavy,Clear,Peak,Sat,2.5066151543268824,1.4015149578535855,9,Low,1.0,333.7405700753019
48,EV,8,50,Light,Stormy,Peak,Thu,1.0283750568214163,1.0496365711725555,12,High,1.0,123.05388781144111
16,CNG,35,50,Moderate,Clear,Off-peak,Wed,1.1289891122634639,1.5526784898397767,10,Low,2.8,288.88733170736464
3,Diesel,27,50,Moderate,Stormy,Peak,Wed,1.7581082923963665,1.0224643951240209,2,Low,3.2,204.20771576652461
20,Diesel,10,50,Moderate,Snowy,Off-peak,Sat,2.5602109737739314,1.912665738489424,4,High,3.2,656.1749269208339
24,CNG,32,50,Heavy,Stormy,Peak,Sun,1.5519085731863709,1.2490608299880432,8,Medium,2.8,351.2431917407388
33,Petrol,16,50,Heavy,Stormy,Off-peak,Thu,2.98152555700095,1.6489127582662149,3,Medium,4.5,1133.201509673217
24,CNG,51,50,Light,Rainy,Off-peak,Fri,2.8381621156954253,1.5602874019179658,3,High,2.8,970.6940117435142
11,Diesel,55,50,Heavy,Stormy,Off-peak,Sat,2.729265791593935,1.6167421749010589,3,Medium,3.2,861.3237306203615
49,Petrol,26,50,Moderate,Snowy,Peak,Thu,1.0182863969189153,1.3243003370707878,3,Medium,4.5,434.89673852246744
8,CNG,28,50,Heavy,Clear,Peak,Sun,2.9280257942166057,1.449459093962016,14,High,2.8,544.9364841380876
36,Diesel,38,50,Light,Rainy,Off-peak,Thu,2.182855233088339,1.7490115458655144,6,Medium,3.2,920.8627681566205
38,Diesel,23,50,Moderate,Snowy,Off-peak,Sat,2.1826186728176005,1.3911857861309822,2,Medium,3.2,660.7267489389383
40,Diesel,28,50,Moderate,Snowy,Off-peak,Wed,1.197300193455776,1.2848270779924886,8,High,3.2,359.9677479148045
20,EV,24,50,Light,Snowy,Off-peak,Mon,2.2188613093304665,1.031089317777031,1,Medium,1.0,269.9656148541693
35,EV,56,50,Moderate,Clear,Peak,Mon,2.057375029025041,1.4759650297103017,10,High,1.0,598.212878380515
48,Petrol,38,50,Light,Clear,Peak,Thu,2.0828525522677106,1.6945789959968711,2,High,4.5,1207.1088998963176
25,Petrol,51,50,Light,Snowy,Off-peak,Fri,1.3828610594705846,1.2887748553631035,2,Low,4.5,471.3909906242615
35,Petrol,31,50,Heavy,Clear,Off-peak,Tue,2.0862848228840742,1.8656972300440264,12,Medium,4.5,1048.9952821796128
25,EV,48,50,Moderate,Stormy,Off-peak,Wed,1.144662467328475,1.1158410767521625,9,Low,1.0,218.41169941053235
29,Petrol,33,50,Heavy,Stormy,Peak,Tue,1.042773167253679,1.373324229921867,5,Low,4.5,353.0041844263048
18,Diesel,5,50,Heavy,Clear,Peak,Tue,1.4263572794920791,1.739594532850044,4,Medium,3.2,291.7989190547253
46,Diesel,59,50,Light,Snowy,Peak,Sat,2.603389716265469,1.9695071384170721,0,High,3.2,1616.1547874599812
18,Petrol,50,50,Light,Snowy,Off-peak,Fri,2.2070800793734735,1.3778435835041374,4,Low,4.5,702.4735700238895
2,Petrol,40,50,Heavy,Rainy,Off-peak,Fri,2.788613921089796,1.7413206823447442,11,High,4.5,674.9660823256711
35,EV,58,50,Light,Snowy,Peak,Sun,1.7779773495587345,1.6920433521871194,9,Medium,1.0,604.6913656866864
16,Diesel,60,50,Moderate,Rainy,Off-peak,Mon,1.6996882008646654,1.9368349556230529,13,High,3.2,728.1938332661566
41,CNG,47,50,Moderate,Rainy,Peak,Sun,2.400098016878274,1.5011103899548939,7,High,2.8,932.4077637279343
36,CNG,43,50,Heavy,Snowy,Peak,Wed,1.8141594641290217,1.5899956943383218,10,High,2.8,683.0509584761965
33,EV,49,50,Moderate,Clear,Peak,Mon,1.7624459130620338,1.1621802800739283,15,Low,1.0,370.7386591592228
4,EV,50,50,Heavy,Rainy,Off-peak,Fri,1.9320970871812904,1.2665995800362082,1,Medium,1.0,376.86777731880255
33,EV,11,50,Moderate,Rainy,Peak,Fri,1.2294570432931191,1.6329402863577684,1,Medium,1.0,210.8011433156623
14,Diesel,58,50,Light,Rainy,Off-peak,Sun,1.4056530790989776,1.5600718169381014,5,High,3.2,462.2674839523373
21,Petrol,47,50,Moderate,Clear,Off-peak,Sat,2.2066443621357985,1.4456464800153683,9,High,4.5,760.8215956620189
48,Petrol,24,50,Light,Clear,Peak,Wed,2.216910804782815,1.7005292341322598,15,Medium,4.5,1183.7553927610115
20,EV,24,50,Heavy,Rainy,Off-peak,Wed,2.180481532235401,1.2449403772313232,14,Medium,1.0,320.31920115187467
8,Diesel,29,50,Moderate,Clear,Off-peak,Thu,1.3996031592992308,1.6992238779988618,12,Medium,3.2,317.7327448293207
7,CNG,47,50,Light,Rainy,Off-peak,Thu,1.8711566939842892,1.187879060088859,0,Medium,2.8,363.63500506638997
3,EV,25,50,Light,Rainy,Off-peak,Tue,2.842013891087095,1.4947252093521881,9,High,1.0,437.5470702587094
17,Diesel,13,50,Heavy,Stormy,Off-peak,Wed,2.721903352137631,1.113491381251588,7,Medium,3.2,395.2183963859396
33,EV,31,50,Heavy,Clear,Off-peak,Wed,2.1149705374389596,1.5172119700033195,1,High,1.0,465.28449926297776
48,Diesel,32,50,Moderate,Stormy,Peak,Mon,2.801675417948547,1.8213425452141578,10,Low,3.2,1365.5121263515766
12,Diesel,29,50,Moderate,Stormy,Peak,Mon,2.3500209779446317,1.4836932911131955,2,High,3.2,510.45439655053195
22,EV,40,50,Moderate,Snowy,Off-peak,Thu,1.8245197681261762,1.3279327689808356,6,High,1.0,368.2716173377059
22,Petrol,38,50,Light,Rainy,Off-peak,Tue,2.5528389160067797,1.1379507777499267,7,Low,4.5,653.6261317365438
46,EV,6,50,Heavy,Rainy,Off-peak,Fri,1.604042035590346,1.3588316181710847,9,Low,1.0,235.39928776225238
30,Petrol,13,50,Moderate,Rainy,Peak,Thu,2.709309775974533,1.856836828764889,3,Medium,4.5,1061.4874424106376
38,Petrol,23,50,Moderate,Rainy,Peak,Mon,1.659002607142551,1.3911101159688815,4,High,4.5,616.1973675603384
38,CNG,19,50,Light,Stormy,Peak,Fri,2.589115159894875,1.1848943126841787,11,High,2.8,596.3857297328395
45,Diesel,57,50,Moderate,Stormy,Peak,Sat,1.562611038678439,1.888473593664814,15,Low,3.2,908.892502583721
8,EV,25,50,Light,Stormy,Peak,Tue,2.8338323083745403,1.928026718655808,10,Medium,1.0,590.0800759275073
27,Diesel,54,50,Light,Stormy,Peak,Mon,1.369696892655779,1.9539770307713047,1,Low,3.2,654.1014717447933
27,CNG,20,50,Heavy,Rainy,Peak,Thu,2.437989176756715,1.5187486599974882,10,Low,2.8,613.1659268996333
34,Petrol,6,50,Light,Clear,Peak,Thu,1.817358583409616,1.5622098550075751,9,Medium,4.5,610.4055301532983
21,EV,30,50,Heavy,Clear,Off-peak,Sun,1.0369197980830112,1.3035271350983026,4,Medium,1.0,177.0665552775634
30,Diesel,48,50,Light,Rainy,Off-peak,Tue,1.6636980798722383,1.3368694151008071,8,Medium,3.2,538.2435931042387
33,CNG,33,50,Heavy,Clear,Off-peak,Thu,1.4052859385954268,1.5152496414017342,6,High,2.8,443.7584186267224
28,Petrol,37,50,Light,Snowy,Peak,Tue,2.110475014658556,1.1617608987469716,11,High,4.5,612.9668374531881
47,Petrol,38,50,Moderate,Snowy,Peak,Sun,1.5197455463850282,1.9623026091727334,11,High,4.5,1006.4927196956189
33,Diesel,50,50,Heavy,Clear,Peak,Wed,1.1452381447315303,1.6850472321181447,11,Low,3.2,493.2518615230136
5,Petrol,31,50,Heavy,Clear,Off-peak,Mon,2.9061782840102603,1.046676991849775,4,Medium,4.5,409.1261274797015
48,CNG,11,50,Light,Stormy,Off-peak,Sun,2.6902655356432144,1.2582508577139526,10,High,2.8,698.6699686135609
19,Petrol,53,50,Moderate,Rainy,Peak,Wed,1.090676013934728,1.3001462921487037,8,Medium,4.5,342.4562676718426
4,EV,19,50,Moderate,Rainy,Off-peak,Wed,1.5428281594095532,1.0102871237302689,6,High,1.0,143.4003469693547
35,EV,21,50,Heavy,Snowy,Off-peak,Thu,2.260953479574142,1.984284800291474,4,Low,1.0,569.7697042080064
49,Diesel,13,50,Moderate,Clear,Peak,Fri,1.642721602251358,1.2797085378934985,2,High,3.2,489.39329135751746
17,CNG,17,50,Moderate,Clear,Off-peak,Thu,1.5636067633089912,1.051631476243883,4,Low,2.8,216.3948924812837
44,Petrol,36,50,Light,Snowy,Off-peak,Mon,2.191722441784216,1.8761639231465272,13,High,4.5,1315.8497839443714
28,Petrol,6,50,Moderate,Snowy,Peak,Thu,1.388684933950025,1.1104915882819761,3,Medium,4.5,289.91911232997785
30,Petrol,36,50,Moderate,Stormy,Off-peak,Mon,2.2970537393037107,1.4557912929791272,2,Medium,4.5,859.4159241281565
29,EV,51,50,Moderate,Stormy,Peak,Fri,1.17861499487405,1.3646345993933149,12,Low,1.0,291.1165630477715
46,CNG,24,50,Moderate,Clear,Peak,Sat,1.6499059662519124,1.0779910993483712,3,Low,2.8,403.3828390392869
6,Petrol,47,50,Light,Snowy,Off-peak,Fri,1.2311611388063328,1.0325799057969767,12,Medium,4.5,217.38755521675162
35,Diesel,23,50,Light,Clear,Peak,Fri,1.5932055293106353,1.2688402099748501,13,Low,3.2,420.47683357546856
41,CNG,50,50,Moderate,Snowy,Peak,Sun,2.3656028084252165,1.3597271453903756,14,High,2.8,851.7488888935155
37,CNG,31,50,Light,Snowy,Off-peak,Mon,2.527788421250362,1.7465833588233828,7,Medium,2.8,951.8725320189066
24,Petrol,40,50,Heavy,Snowy,Peak,Fri,1.29000282799992,1.7242794863276192,4,Low,4.5,529.389448442721
29,EV,34,50,Light,Rainy,Off-peak,Wed,2.492443831514273,1.4643198487537896,14,Medium,1.0,536.5110412353736
49,CNG,15,50,Light,Rainy,Off-peak,Thu,1.1685726347100882,1.2102051350715688,1,High,2.8,307.1669774216127
46,Diesel,20,50,Light,Rainy,Off-peak,Thu,1.4330946003351717,1.8421562851234399,15,Low,3.2,626.2042582136213
31,CNG,59,50,Heavy,Stormy,Peak,Mon,2.000653300278377,1.649248096682593,8,Low,2.8,840.7313654099737
35,EV,30,50,Heavy,Stormy,Peak,Sun,2.942530555375509,1.3488234620365445,15,High,1.0,575.4983663732369
33,Diesel,34,50,Heavy,Snowy,Peak,Sat,2.9471145318354006,1.8708891994213301,9,High,3.2,1232.868853444517
21,EV,6,50,Light,Rainy,Peak,Sun,1.9566911838208985,1.8180922208262942,2,Low,1.0,295.26793664872594
32,Petrol,38,50,Heavy,Snowy,Off-peak,Sun,2.6099737617578365,1.000599343465252,4,Medium,4.5,705.1152687686349
23,CNG,45,50,Heavy,Rainy,Peak,Tue,2.1067153988008442,1.8689200875480703,11,Medium,2.8,804.7805895144375
33,Diesel,26,50,Light,Stormy,Peak,Sun,2.5033951244470822,1.5294097918812917,3,High,3.2,794.8416525791577
3,EV,35,50,Moderate,Stormy,Off-peak,Sun,2.306171099507506,1.9244149746136034,5,High,1.0,545.8777143433437
18,Petrol,59,50,Light,Clear,Off-peak,Tue,2.394339128578039,1.7707160337624948,5,Medium,4.5,1055.6839766242751
25,Diesel,57,50,Light,Snowy,Off-peak,Sun,1.8792177617562134,1.1463031653023767,6,Low,3.2,525.6133975368372
42,CNG,25,50,Light,Stormy,Peak,Thu,2.6662335507392703,1.3411566053997233,3,Medium,2.8,778.1020742132431
31,CNG,40,50,Moderate,Rainy,Peak,Tue,1.8913090709379516,1.3116979579706556,1,Medium,2.8,537.8431301849814
3,EV,44,50,Light,Stormy,Peak,Tue,2.411536063986657,1.702924470310005,10,Low,1.0,579.0395921901114
40,Diesel,27,50,Light,Rainy,Peak,Tue,2.7404954855231947,1.538520940954967,0,Low,3.2,978.1838487922364
46,Petrol,30,50,Moderate,Snowy,Peak,Mon,2.311156752906787,1.2704955719848776,14,Low,4.5,930.8116713717336
24,Petrol,22,50,Light,Snowy,Peak,Sat,2.0195300335700246,1.7615780885847765,4,Low,4.5,718.6270909879183
50,Petrol,19,50,Light,Snowy,Peak,Wed,2.056634315930168,1.6539174876584375,10,Medium,4.5,1064.6705832414655
32,EV,38,50,Light,Stormy,Off-peak,Fri,2.4176319228193703,1.7931604558299266,2,Medium,1.0,684.9619097987787
47,Petrol,26,50,Moderate,Stormy,Off-peak,Sun,1.1843234602712607,1.747034520804418,6,Low,4.5,648.6484192477774
22,Diesel,32,50,Light,Snowy,Peak,Sat,2.273109638067947,1.6135848681539653,8,Medium,3.2,676.3525202042698
23,EV,47,50,Moderate,Stormy,Peak,Mon,1.749857725758077,1.166036800424007,7,Medium,1.0,340.7465501246096
2,CNG,53,50,Moderate,Snowy,Off-peak,Wed,1.2704487208211406,1.1946068330650548,9,Medium,2.8,245.25817442899353
27,EV,11,50,Heavy,Snowy,Peak,Fri,2.825064100832189,1.7873232931745404,5,High,1.0,499.8809843407275
42,EV,44,50,Light,Snowy,Peak,Fri,1.995254736980434,1.85612414647809,2,Medium,1.0,666.6192892231513
2,EV,46,50,Light,Clear,Peak,Sat,1.9139775484519326,1.5022178396013204,9,Low,1.0,414.03041537484864
26,Diesel,28,50,Heavy,Rainy,Peak,Mon,2.0848082983480665,1.9871477872377132,10,High,3.2,783.821959649163
17,CNG,39,50,Heavy,Clear,Peak,Thu,2.245087764124573,1.2952137080450319,1,High,2.8,510.6216994439206
40,CNG,17,50,Light,Snowy,Peak,Sun,1.3892679737155016,1.7316885649646057,12,Medium,2.8,471.5327748959178
33,EV,59,50,Light,Stormy,Off-peak,Mon,2.2509831875825537,1.6697131272182246,11,Medium,1.0,755.4577316682768
9,EV,53,50,Heavy,Stormy,Off-peak,Fri,1.704901845518043,1.7464774720922813,8,Low,1.0,491.2994897787597
43,EV,17,50,Light,Clear,Peak,Sat,2.429484174727089,1.4159126918381197,2,Low,1.0,436.8720596572251
48,Diesel,35,50,Light,Snowy,Off-peak,Tue,2.5437330058795715,1.2443174539110118,9,High,3.2,866.0018328307775
39,Diesel,23,50,Light,Rainy,Peak,Tue,1.0149685302263471,1.4048618021064203,13,Medium,3.2,314.83662647488404
29,Petrol,33,50,Heavy,Rainy,Off-peak,Sat,2.4326799585709056,1.1896881378115332,13,Low,4.5,713.4031657366017
42,CNG,26,50,Heavy,Stormy,Off-peak,Sat,1.7050087341356082,1.1118149230918157,2,High,2.8,416.2856523532026
26,Petrol,45,50,Moderate,Rainy,Off-peak,Thu,1.6074277617421233,1.6842537018191657,10,Low,4.5,695.7802526371142
35,Petrol,25,50,Moderate,Clear,Off-peak,Mon,1.7457954146147725,1.98581724355923,9,Low,4.5,892.7088893026776
50,EV,20,50,Light,Stormy,Peak,Sat,2.151276669051059,1.6669076785159858,1,Medium,1.0,502.0371437554905
25,Diesel,34,50,Light,Rainy,Off-peak,Fri,1.2290921260582184,1.1344354166975215,13,Low,3.2,276.0764763605305
24,Petrol,9,50,Moderate,Snowy,Peak,Sat,2.39650109133788,1.5214362696736692,13,Medium,4.5,641.7177677986207
13,Petrol,45,50,Moderate,Rainy,Off-peak,Tue,1.8903341759845622,1.6041287089023202,14,Medium,4.5,601.9193552415353
7,Petrol,45,50,Moderate,Clear,Off-peak,Wed,1.3196757290866512,1.735647346980051,6,High,4.5,392.81932278784063
36,EV,10,50,Light,Rainy,Peak,Tue,2.0187589386146874,1.7754081668373622,15,Low,1.0,379.9168372881988
45,EV,25,50,Light,Rainy,Off-peak,Sat,2.1481931110035886,1.197670142379411,5,Low,1.0,373.05987862154996
20,Diesel,46,50,Moderate,Clear,Peak,Thu,1.692579546666084,1.3273413437821246,4,High,3.2,462.8059468455593
1,Petrol,54,50,Heavy,Clear,Peak,Mon,2.799267493190804,1.5433623443901534,4,High,4.5,702.0461566407424
8,Petrol,15,50,Moderate,Clear,Peak,Mon,2.39445739343761,1.0046176989320181,15,Medium,4.5,279.03965610718177
46,Diesel,28,50,Heavy,Snowy,Off-peak,Sat,2.322642752928121,1.1983749857278236,13,Medium,3.2,704.756114295619
16,Diesel,32,50,Heavy,Rainy,Peak,Tue,1.1066886232714348,1.957030094832135,6,High,3.2,357.79394991110934
14,Diesel,60,50,Light,Snowy,Off-peak,Sun,2.003259359432259,1.3572679588343086,12,High,3.2,584.032552536996
12,CNG,19,50,Heavy,Snowy,Off-peak,Wed,2.7015748770374888,1.7455932067298234,7,Low,2.8,573.4474515439575
23,Diesel,43,50,Heavy,Clear,Off-peak,Mon,2.336601781534858,1.4723003109427835,8,Low,3.2,721.0616293838777
15,EV,50,50,Moderate,Stormy,Peak,Mon,1.465697879286079,1.9991166805572615,14,Medium,1.0,483.4666780578037
28,CNG,44,50,Moderate,Snowy,Peak,Fri,2.7224347438362377,1.9014688633485695,15,Medium,2.8,1120.2216279061972
34,Diesel,55,50,Heavy,Rainy,Peak,Thu,1.7390844695613772,1.2866254430945143,1,Low,3.2,601.4535276901389
2,EV,51,50,Moderate,Clear,Peak,Fri,2.830040525006395,1.802641781507524,12,High,1.0,785.6385912353466
